"comppct_l","comppct_r","comppct_h","compname","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","drainagecl","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","mukey","cokey"
,2,,"Linker","Series","Yes","SMD<2",,5.00,8.00,10.00,,,,,2,,"3",,,,,"No","Well drained",152.00,503.00,853.00,,,,,,,,16.00,17.00,18.00,1092,1181,1270,,,,175,193,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176040"
,10,,"Tupelo","Series","Yes",,,0.00,1.00,2.00,,,,,4,,,,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Fine, mixed, semiactive, thermic Aquic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Aquic Hapludalfs","fine","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176041"
,5,,"Allen","Series","Yes",,,12.00,16.00,20.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176042"
,1,,"Colbert","Series","Yes",,,1.00,2.00,2.00,,,,,3,,"6",,,,,"No","Moderately well drained",152.00,221.00,290.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Fine, smectitic, thermic Vertic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Vertic Hapludalfs","fine","not used","not used","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176043"
,4,,"Roanoke","Series","Yes","DRAINED",,0.00,1.00,2.00,,,,,4,,"5",,,,,"Yes","Poorly drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, mixed, semiactive, thermic Typic Endoaquults","Ultisols","Aquults","Endoaquults","Typic Endoaquults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176044"
,6,,"Allen","Series","Yes",,,6.00,9.00,12.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176045"
,2,,"Linker","Series","Yes","SMD<2",,10.00,15.00,20.00,,,,,2,,"3",,,,,"No","Well drained",152.00,503.00,853.00,,,,,,,,16.00,17.00,18.00,1092,1181,1270,,,,175,193,210,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176046"
,2,,"Wynnville","Series","Yes",,,5.00,8.00,10.00,,,,,3,,"5",,,,,"No","Moderately well drained",244.00,305.00,366.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, subactive, thermic Glossic Fragiudults","Ultisols","Udults","Fragiudults","Glossic Fragiudults","fine-loamy","not used","subactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176047"
,5,,"Gorgas","Series","Yes",,,20.00,33.00,45.00,,,,,1,"0","8",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"7","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176048"
,8,,"Hollywood","Series","Yes",,,0.00,1.00,2.00,,,,,3,,"4",,,,,"No","Moderately well drained",183.00,244.00,305.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Low","High","Fine, smectitic, thermic Oxyaquic Hapluderts","Vertisols","Uderts","Hapluderts","Oxyaquic Hapluderts","fine","not used","not used","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176049"
,1,,"Colbert","Series","Yes",,,2.00,4.00,6.00,,,,,3,,"6",,,,,"No","Moderately well drained",152.00,221.00,290.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Fine, smectitic, thermic Vertic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Vertic Hapludalfs","fine","not used","not used","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176050"
,4,,"Nauvoo","Series","Yes",,,2.00,4.00,5.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176051"
,15,,"Allen","Series","Yes",,,2.00,4.00,6.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176052"
,4,,"Wynnville","Series","Yes",,,2.00,4.00,5.00,,,,,3,,"5",,,,,"No","Moderately well drained",244.00,305.00,366.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, subactive, thermic Glossic Fragiudults","Ultisols","Udults","Fragiudults","Glossic Fragiudults","fine-loamy","not used","subactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176053"
,4,,"Hollywood","Series","Yes",,,0.00,3.00,6.00,,,,,3,,"4",,,,,"No","Moderately well drained",183.00,244.00,305.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Low","High","Fine, smectitic, thermic Oxyaquic Hapluderts","Vertisols","Uderts","Hapluderts","Oxyaquic Hapluderts","fine","not used","not used","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176054"
,5,,"Roanoke","Series","Yes","UNDRAINED",,0.00,1.00,2.00,,,,,4,,"5",,,,,"Yes","Poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, mixed, semiactive, thermic Typic Endoaquults","Ultisols","Aquults","Endoaquults","Typic Endoaquults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176055"
,11,,"Capshaw","Series","Yes",,,2.00,4.00,6.00,,,,,4,,,,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine, mixed, semiactive, thermic Oxyaquic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Oxyaquic Hapludalfs","fine","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176056"
,5,,"Wynnville","Series","Yes",,,0.00,1.00,2.00,,,,,3,,"5",,,,,"No","Moderately well drained",244.00,305.00,366.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, subactive, thermic Glossic Fragiudults","Ultisols","Udults","Fragiudults","Glossic Fragiudults","fine-loamy","not used","subactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176057"
,5,,"Gorgas","Series","Yes",,,10.00,15.00,20.00,,,,,1,,"3",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657820","14176058"
,2,,"Chastain","Series","Yes",,,0.00,1.00,1.00,,,,,5,,"4",,,,,"Yes","Poorly drained",3.00,15.00,27.00,,,,,,,,17.00,18.00,19.00,1067,1169,1270,,,,220,235,250,"6","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, mixed, semiactive, acid, thermic Fluvaquentic Endoaquepts","Inceptisols","Aquepts","Endoaquepts","Fluvaquentic Endoaquepts","fine","not used","semiactive","acid","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657821","14176059"
,15,,"Lenoir","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, mixed, semiactive, thermic Aeric Paleaquults","Ultisols","Aquults","Paleaquults","Aeric Paleaquults","fine","not used","semiactive","not used","thermic","Aeric","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657821","14176060"
,3,,"Congaree","Series","Yes",,,0.00,1.00,1.00,,,,,5,,"6",,,,,"No","Well drained",30.00,91.00,152.00,,,,,,,,15.00,17.00,19.00,1067,1169,1270,,,,190,208,225,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, mixed, active, nonacid, thermic Oxyaquic Udifluvents","Entisols","Fluvents","Udifluvents","Oxyaquic Udifluvents","fine-loamy","not used","active","nonacid","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657821","14176061"
,45,,"Mantachie","Series","Yes",,,0.00,1.00,1.00,,,,,5,,,,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine-loamy, siliceous, active, acid, thermic Fluventic Endoaquepts","Inceptisols","Aquepts","Endoaquepts","Fluventic Endoaquepts","fine-loamy","not used","active","acid","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657821","14176062"
,25,,"Houlka","Series","Yes",,,0.00,1.00,1.00,,,,,5,,,,,,,"Yes","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, smectitic, thermic Aeric Epiaquerts","Vertisols","Aquerts","Epiaquerts","Aeric Epiaquerts","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657821","14176063"
,10,,"Leeper","Series","Yes",,,0.00,1.00,1.00,,,,,5,,,,,,,"Yes","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Low","High","Fine, smectitic, nonacid, thermic Vertic Epiaquepts","Inceptisols","Aquepts","Epiaquepts","Vertic Epiaquepts","fine","not used","not used","nonacid","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657821","14176064"
,5,,"Annemaine","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"5",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine, mixed, semiactive, thermic Aquic Hapludults","Ultisols","Udults","Hapludults","Aquic Hapludults","fine","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176065"
,1,,"Benndale","Series","Yes","AFFR30-42",,2.00,4.00,5.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Coarse-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","coarse-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176066"
,8,,"Lenoir","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, mixed, semiactive, thermic Aeric Paleaquults","Ultisols","Aquults","Paleaquults","Aeric Paleaquults","fine","not used","semiactive","not used","thermic","Aeric","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176067"
,21,,"Houlka","Series","Yes",,,0.00,1.00,1.00,,,,,5,,,,,,,"Yes","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, smectitic, thermic Aeric Epiaquerts","Vertisols","Aquerts","Epiaquerts","Aeric Epiaquerts","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176068"
,6,,"Izagora","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, semiactive, thermic Aquic Paleudults","Ultisols","Udults","Paleudults","Aquic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176069"
,6,,"McQueen","Series","Yes",,,2.00,4.00,5.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176070"
,3,,"Malbis","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy","not used","subactive","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176071"
,7,,"Rains","Series","Yes",,,0.00,1.00,1.00,,,,,5,,"3",,,,,"Yes","Poorly drained",12.00,75.00,137.00,,,,,,,,15.00,17.00,18.00,965,1118,1270,,,,190,215,240,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B/D","High","High","Fine-loamy, siliceous, semiactive, thermic Typic Paleaquults","Ultisols","Aquults","Paleaquults","Typic Paleaquults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176072"
,5,,"Bama","Series","Yes","AFFR>30",,2.00,4.00,5.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176073"
,3,,"Mantachie","Series","Yes",,,0.00,1.00,1.00,,,,,5,,,,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine-loamy, siliceous, active, acid, thermic Fluventic Endoaquepts","Inceptisols","Aquepts","Endoaquepts","Fluventic Endoaquepts","fine-loamy","not used","active","acid","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176074"
,3,,"Malbis","Series","Yes",,,2.00,4.00,5.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy","not used","subactive","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176075"
,10,,"Bama","Series","Yes","AFFR>30",,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176076"
,2,,"Benndale","Series","Yes","AFFR30-42",,0.00,1.00,2.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Coarse-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","coarse-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176077"
,20,,"McQueen","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657822","14176078"
,3,,"Congaree","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"6",,,,,"No","Well drained",30.00,91.00,152.00,,,,,,,,15.00,17.00,19.00,1067,1169,1270,,,,190,208,225,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, mixed, active, nonacid, thermic Oxyaquic Udifluvents","Entisols","Fluvents","Udifluvents","Oxyaquic Udifluvents","fine-loamy","not used","active","nonacid","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176079"
,6,,"Smithdale","Series","Yes","AFFR30-42",,5.00,10.00,15.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, subactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176080"
,4,,"Fuquay","Series","Yes",,,0.00,3.00,5.00,,,,,5,,"2",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Loamy, kaolinitic, thermic Arenic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Arenic Plinthic Kandiudults","loamy","not used","not used","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176081"
,9,,"Luverne","Series","Yes","AFFR30-42",,5.00,9.00,12.00,,,,,4,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176082"
,2,,"Troup","Series","Yes",,,5.00,10.00,15.00,,,,,5,,"2",,,,,"No","Somewhat excessively drained",,,,,,,,,,,,,,,,,,,,,,,"6","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A","Moderate","Low","Loamy, kaolinitic, thermic Grossarenic Kandiudults","Ultisols","Udults","Kandiudults","Grossarenic Kandiudults","loamy","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176083"
,2,,"Malbis","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy","not used","subactive","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176084"
,6,,"Orangeburg","Series","Yes",,,5.00,7.00,8.00,,,,,5,,"3",,,,,"No","Well drained",52.00,102.00,152.00,,,,,,,,17.00,19.00,20.00,1067,1207,1346,,,,215,243,270,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine-loamy","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176085"
,6,,"Orangeburg","Series","Yes",,,2.00,4.00,5.00,,,,,5,,"3",,,,,"No","Well drained",52.00,102.00,152.00,,,,,,,,17.00,19.00,20.00,1067,1207,1346,,,,215,243,270,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine-loamy","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176086"
,1,,"Oktibbeha","Series","Yes","AFFR30-42",,1.00,3.00,5.00,,,,,4,,"4",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Very-fine, smectitic, thermic Chromic Dystruderts","Vertisols","Uderts","Dystruderts","Chromic Dystruderts","very-fine","not used","not used","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176087"
,4,,"Greenville","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",46.00,130.00,213.00,,,,,,,,17.00,19.00,20.00,1270,1448,1626,,,,220,235,250,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176088"
,2,,"Malbis","Series","Yes",,,2.00,4.00,5.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy","not used","subactive","not used","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176089"
,2,,"Troup","Series","Yes",,,0.00,3.00,5.00,,,,,5,,"2",,,,,"No","Somewhat excessively drained",,,,,,,,,,,,,,,,,,,,,,,"3","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A","Moderate","Low","Loamy, kaolinitic, thermic Grossarenic Kandiudults","Ultisols","Udults","Kandiudults","Grossarenic Kandiudults","loamy","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176090"
,3,,"Arundel","Series","Yes",,,8.00,17.00,25.00,,,,,2,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine, smectitic, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657823","14176091"
